timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
0001547131162103361,5,51.761182,-1.260234,66.709312,0.864806,0.602854,1.317210,5735908.705024,620066.127259,-66.709312,30U
0001547131162303315,5,51.761197,-1.260236,66.704523,0.866250,0.604923,1.318159,5735910.334838,620065.955220,-66.704523,30U
0001547131162503363,5,51.761211,-1.260237,66.700967,0.867692,0.606986,1.319107,5735911.940305,620065.784273,-66.700967,30U
0001547131162703242,6,51.761229,-1.260240,66.495716,0.833679,0.592618,1.275752,5735913.898452,620065.534159,-66.495716,30U
0001547131162903234,6,51.761243,-1.260242,66.499315,0.835177,0.594724,1.276731,5735915.463813,620065.356032,-66.499315,30U
0001547131163103216,6,51.761257,-1.260244,66.485946,0.836672,0.596822,1.277710,5735916.987519,620065.191522,-66.485946,30U
0001547131163303264,6,51.761270,-1.260246,66.489025,0.838165,0.598913,1.278688,5735918.499632,620065.024195,-66.489025,30U
0001547131163503312,6,51.761284,-1.260248,66.499130,0.839655,0.600996,1.279665,5735919.989247,620064.858662,-66.499130,30U
0001547131163703360,5,51.761297,-1.260248,66.551404,0.820225,0.592192,1.254432,5735921.411562,620064.836228,-66.551404,30U
0001547131163903263,5,51.761310,-1.260250,66.549169,0.821748,0.594299,1.255428,5735922.848398,620064.678468,-66.549169,30U
0001547131164103311,5,51.761322,-1.260251,66.553174,0.823267,0.596398,1.256423,5735924.256083,620064.524540,-66.553174,30U
0001547131164303359,5,51.761335,-1.260253,66.548555,0.824784,0.598491,1.257418,5735925.626950,620064.370184,-66.548555,30U
0001547131164503407,5,51.761347,-1.260255,66.554415,0.826299,0.600576,1.258411,5735926.977361,620064.210027,-66.554415,30U
0001547131164703455,4,51.761358,-1.260256,66.646459,0.780283,0.579190,1.199094,5735928.261364,620064.111309,-66.646459,30U
0001547131164903504,4,51.761370,-1.260258,66.649246,0.781883,0.581344,1.200136,5735929.533905,620063.966404,-66.649246,30U
0001547131165102921,4,51.761381,-1.260259,66.646795,0.783480,0.583490,1.201177,5735930.750247,620063.825312,-66.646795,30U
0001547131165302917,4,51.761391,-1.260261,66.651492,0.785074,0.585629,1.202217,5735931.916524,620063.691374,-66.651492,30U
0001547131165502965,4,51.761401,-1.260262,66.655443,0.786665,0.587759,1.203256,5735933.035800,620063.561378,-66.655443,30U
0001547131165703013,5,51.761411,-1.260264,66.646205,0.767583,0.569132,1.182909,5735934.152245,620063.452955,-66.646205,30U
0001547131165903061,5,51.761421,-1.260265,66.653682,0.769209,0.571324,1.183966,5735935.186138,620063.316792,-66.653682,30U
0001547131166103109,5,51.761430,-1.260266,66.661065,0.770833,0.573508,1.185021,5735936.173911,620063.206469,-66.661065,30U
0001547131166303011,5,51.761438,-1.260268,66.655618,0.772453,0.575683,1.186075,5735937.110099,620063.083328,-66.655618,30U
0001547131166503059,5,51.761446,-1.260269,66.656643,0.774069,0.577850,1.187129,5735938.006940,620062.967208,-66.656643,30U
0001547131166702874,5,51.761454,-1.260269,66.705010,0.762163,0.569214,1.171833,5735938.864941,620062.940057,-66.705010,30U
0001547131166902922,5,51.761461,-1.260271,66.704832,0.763801,0.571406,1.172900,5735939.674023,620062.833275,-66.704832,30U
0001547131167102918,5,51.761468,-1.260272,66.705919,0.765436,0.573590,1.173965,5735940.438199,620062.731541,-66.705919,30U
0001547131167302960,5,51.761474,-1.260273,66.707523,0.767067,0.575765,1.175029,5735941.156448,620062.637584,-66.707523,30U
0001547131167503008,5,51.761481,-1.260274,66.708737,0.768695,0.577932,1.176093,5735941.823991,620062.542679,-66.708737,30U
0001547131167703056,5,51.761486,-1.260275,66.776784,0.751267,0.572056,1.145765,5735942.432635,620062.479733,-66.776784,30U
0001547131167903104,5,51.761491,-1.260276,66.778347,0.752929,0.574237,1.146855,5735943.003955,620062.406461,-66.778347,30U
0001547131168103152,5,51.761496,-1.260277,66.779537,0.754587,0.576409,1.147945,5735943.531468,620062.332750,-66.779537,30U
0001547131168302843,5,51.761500,-1.260277,66.780545,0.756242,0.578574,1.149033,5735944.015540,620062.265722,-66.780545,30U
0001547131168502891,5,51.761504,-1.260278,66.779181,0.757893,0.580730,1.150120,5735944.456048,620062.201030,-66.779181,30U
0001547131168702939,5,51.761508,-1.260279,66.821135,0.740238,0.568459,1.134170,5735944.840757,620062.163865,-66.821135,30U
0001547131168902987,5,51.761511,-1.260279,66.825152,0.741924,0.570654,1.135271,5735945.194929,620062.113732,-66.825152,30U
0001547131169103035,5,51.761514,-1.260280,66.827726,0.743607,0.572840,1.136372,5735945.499544,620062.070089,-66.827726,30U
0001547131169303083,5,51.761516,-1.260280,66.830375,0.745286,0.575018,1.137471,5735945.756319,620062.028617,-66.830375,30U
0001547131169503131,5,51.761518,-1.260281,66.831788,0.746962,0.577188,1.138570,5735945.971212,620061.994626,-66.831788,30U
0001547131169703179,5,51.761519,-1.260281,66.900158,0.737580,0.557291,1.128015,5735946.117977,620061.990969,-66.900158,30U
0001547131169903227,5,51.761521,-1.260281,66.902281,0.739273,0.559529,1.129122,5735946.270515,620061.966569,-66.902281,30U
0001547131170103275,5,51.761522,-1.260281,66.906132,0.740961,0.561759,1.130229,5735946.410917,620061.942812,-66.906132,30U
0001547131170303323,5,51.761523,-1.260282,66.910787,0.742647,0.563980,1.131334,5735946.537798,620061.919754,-66.910787,30U
0001547131170503371,5,51.761524,-1.260282,66.915688,0.744328,0.566192,1.132438,5735946.642270,620061.900820,-66.915688,30U
0001547131170703419,5,51.761524,-1.260282,66.924327,0.732976,0.557187,1.110947,5735946.681279,620061.909533,-66.924327,30U
0001547131170903468,5,51.761525,-1.260282,66.928664,0.734679,0.559426,1.112072,5735946.753981,620061.894037,-66.928664,30U
0001547131171103516,5,51.761526,-1.260282,66.933789,0.736379,0.561656,1.113196,5735946.820396,620061.878766,-66.933789,30U
0001547131171303564,5,51.761526,-1.260282,66.939074,0.738074,0.563877,1.114318,5735946.880369,620061.863738,-66.939074,30U
0001547131171503612,5,51.761527,-1.260282,66.944474,0.739766,0.566090,1.115439,5735946.932531,620061.850053,-66.944474,30U
0001547131171703136,5,51.761527,-1.260282,66.915595,0.725645,0.548536,1.094278,5735946.992744,620061.847862,-66.915595,30U
0001547131171902864,5,51.761528,-1.260283,66.919790,0.727366,0.550810,1.095420,5735947.035711,620061.835373,-66.919790,30U
0001547131172102865,5,51.761528,-1.260283,66.924904,0.729082,0.553074,1.096560,5735947.089594,620061.821249,-66.924904,30U
0001547131172302879,5,51.761529,-1.260283,66.931029,0.730795,0.555330,1.097700,5735947.154627,620061.803844,-66.931029,30U
0001547131172502926,5,51.761529,-1.260283,66.937390,0.732503,0.557576,1.098838,5735947.220246,620061.786286,-66.937390,30U
0001547131172702708,5,51.761529,-1.260282,66.994510,0.721274,0.540982,1.083031,5735947.227406,620061.874692,-66.994510,30U
0001547131172902755,5,51.761530,-1.260282,67.001224,0.723005,0.543288,1.084185,5735947.284264,620061.858711,-67.001224,30U
0001547131173102752,5,51.761530,-1.260282,67.007901,0.724732,0.545584,1.085337,5735947.336206,620061.843513,-67.007901,30U
0001547131173302799,5,51.761531,-1.260283,67.014774,0.726455,0.547870,1.086488,5735947.383137,620061.828646,-67.014774,30U
0001547131173502847,5,51.761531,-1.260283,67.021907,0.728173,0.550147,1.087638,5735947.422666,620061.814949,-67.021907,30U
0001547131173702895,5,51.761531,-1.260282,66.984524,0.732752,0.555803,1.089782,5735947.440262,620061.849222,-66.984524,30U
0001547131173902943,5,51.761531,-1.260282,66.990617,0.734456,0.558048,1.090928,5735947.450430,620061.840112,-66.990617,30U
0001547131174102991,5,51.761531,-1.260282,66.996489,0.736156,0.560283,1.092073,5735947.449866,620061.832356,-66.996489,30U
0001547131174303039,5,51.761531,-1.260283,67.003113,0.737852,0.562510,1.093217,5735947.452339,620061.824156,-67.003113,30U
0001547131174503087,5,51.761531,-1.260283,67.008985,0.739544,0.564728,1.094360,5735947.452501,620061.815876,-67.008985,30U
0001547131174703135,5,51.761531,-1.260281,67.072872,0.725642,0.547381,1.075609,5735947.391518,620061.937840,-67.072872,30U
0001547131174903183,5,51.761531,-1.260281,67.079297,0.727362,0.549660,1.076770,5735947.392252,620061.930152,-67.079297,30U
0001547131175103231,5,51.761531,-1.260281,67.085641,0.729079,0.551929,1.077931,5735947.392738,620061.922265,-67.085641,30U
0001547131175303279,5,51.761531,-1.260281,67.092348,0.730791,0.554190,1.079090,5735947.394044,620061.914028,-67.092348,30U
0001547131175503327,5,51.761531,-1.260281,67.098866,0.732500,0.556440,1.080247,5735947.394450,620061.905709,-67.098866,30U
0001547131175703375,5,51.761531,-1.260281,67.075310,0.732891,0.554878,1.083288,5735947.389039,620061.939297,-67.075310,30U
0001547131175902775,5,51.761531,-1.260281,67.081873,0.734594,0.557126,1.084441,5735947.389554,620061.931109,-67.081873,30U
0001547131176102822,5,51.761531,-1.260281,67.088552,0.736294,0.559365,1.085593,5735947.389730,620061.923045,-67.088552,30U
0001547131176302870,5,51.761531,-1.260281,67.095610,0.737990,0.561595,1.086744,5735947.390207,620061.914110,-67.095610,30U
0001547131176502918,5,51.761531,-1.260281,67.102408,0.739682,0.563817,1.087893,5735947.389966,620061.905426,-67.102408,30U
0001547131176702966,5,51.761531,-1.260281,67.092266,0.728544,0.547780,1.072180,5735947.392472,620061.944341,-67.092266,30U
0001547131176903014,5,51.761531,-1.260281,67.099503,0.730258,0.550057,1.073345,5735947.392443,620061.935995,-67.099503,30U
0001547131177103062,5,51.761531,-1.260281,67.106860,0.731968,0.552325,1.074509,5735947.391892,620061.927169,-67.106860,30U
0001547131177303110,5,51.761531,-1.260281,67.114553,0.733674,0.554583,1.075672,5735947.391435,620061.918053,-67.114553,30U
0001547131177503158,5,51.761531,-1.260281,67.122347,0.735375,0.556832,1.076833,5735947.390696,620061.908820,-67.122347,30U
0001547131177703206,5,51.761531,-1.260281,67.104288,0.736497,0.556222,1.077932,5735947.383846,620061.943703,-67.104288,30U
0001547131177903253,5,51.761531,-1.260281,67.111640,0.738192,0.558465,1.079091,5735947.382727,620061.934798,-67.111640,30U
0001547131178103301,5,51.761531,-1.260281,67.119411,0.739884,0.560698,1.080249,5735947.381620,620061.925323,-67.119411,30U
0001547131178303349,5,51.761531,-1.260281,67.126510,0.741571,0.562923,1.081406,5735947.380550,620061.915808,-67.126510,30U
0001547131178503397,5,51.761531,-1.260281,67.134035,0.743255,0.565139,1.082561,5735947.379055,620061.906051,-67.134035,30U
0001547131178703445,5,51.761531,-1.260282,67.142185,0.745370,0.564061,1.087174,5735947.376923,620061.896937,-67.142185,30U
0001547131178903493,5,51.761531,-1.260282,67.150066,0.747045,0.566273,1.088323,5735947.375116,620061.886534,-67.150066,30U
0001547131179103459,5,51.761531,-1.260282,67.158132,0.748717,0.568476,1.089471,5735947.373291,620061.876227,-67.158132,30U
0001547131179303506,5,51.761531,-1.260282,67.166301,0.750384,0.570671,1.090618,5735947.371035,620061.865035,-67.166301,30U
0001547131179503554,5,51.761530,-1.260282,67.174736,0.752048,0.572857,1.091764,5735947.368732,620061.854406,-67.174736,30U
0001547131179703391,5,51.761532,-1.260279,66.816950,0.756598,0.572746,1.097026,5735947.488726,620062.043830,-66.816950,30U
0001547131179903438,5,51.761532,-1.260279,66.818987,0.758249,0.574924,1.098164,5735947.488006,620062.038037,-66.818987,30U
0001547131180103318,5,51.761532,-1.260280,66.821441,0.759895,0.577094,1.099302,5735947.487271,620062.031971,-66.821441,30U
0001547131180303365,5,51.761532,-1.260280,66.823919,0.761539,0.579256,1.100439,5735947.486335,620062.025185,-66.823919,30U
0001547131180503413,5,51.761532,-1.260280,66.826353,0.763178,0.581410,1.101574,5735947.485381,620062.018831,-66.826353,30U
0001547131180703461,5,51.761532,-1.260280,66.827523,0.774217,0.581796,1.115318,5735947.485262,620062.033517,-66.827523,30U
0001547131180903221,5,51.761531,-1.260280,66.830200,0.775830,0.583941,1.116438,5735947.484023,620062.026691,-66.830200,30U
0001547131181103194,5,51.761531,-1.260280,66.833156,0.777439,0.586078,1.117557,5735947.482873,620062.019099,-66.833156,30U
0001547131181303241,5,51.761531,-1.260280,66.836040,0.779046,0.588207,1.118675,5735947.481728,620062.011940,-66.836040,30U
0001547131181503289,5,51.761531,-1.260280,66.839051,0.780649,0.590328,1.119792,5735947.480444,620062.004363,-66.839051,30U
0001547131181703282,5,51.761531,-1.260280,66.835520,0.721343,0.569728,1.042006,5735947.483941,620062.029870,-66.835520,30U
0001547131181903329,5,51.761531,-1.260280,66.838540,0.723074,0.571918,1.043204,5735947.482500,620062.022408,-66.838540,30U
0001547131182103377,5,51.761531,-1.260280,66.841635,0.724800,0.574099,1.044402,5735947.481079,620062.014910,-66.841635,30U
0001547131182303425,5,51.761531,-1.260280,66.844907,0.726523,0.576272,1.045598,5735947.479441,620062.007033,-66.844907,30U
0001547131182503473,5,51.761531,-1.260280,66.848229,0.728241,0.578437,1.046793,5735947.477652,620061.999007,-66.848229,30U
0001547131182703290,5,51.761532,-1.260279,66.757972,0.731117,0.577420,1.050800,5735947.518012,620062.100387,-66.757972,30U
0001547131182903210,5,51.761532,-1.260279,66.759682,0.732824,0.579581,1.051989,5735947.516891,620062.094950,-66.759682,30U
0001547131183103022,5,51.761532,-1.260279,66.761641,0.734528,0.581734,1.053176,5735947.515764,620062.089062,-66.761641,30U
0001547131183303041,5,51.761532,-1.260279,66.763612,0.736228,0.583879,1.054362,5735947.514512,620062.082894,-66.763612,30U
0001547131183503088,5,51.761532,-1.260279,66.765838,0.737924,0.586016,1.055547,5735947.513060,620062.076106,-66.765838,30U
0001547131183703136,5,51.761532,-1.260278,66.729431,0.739828,0.584562,1.058882,5735947.535370,620062.140111,-66.729431,30U
0001547131183903184,5,51.761532,-1.260278,66.730931,0.741515,0.586696,1.060062,5735947.534175,620062.134834,-66.730931,30U
0001547131184103231,5,51.761532,-1.260278,66.732633,0.743199,0.588823,1.061241,5735947.532992,620062.129557,-66.732633,30U
0001547131184303279,5,51.761532,-1.260278,66.734493,0.744879,0.590942,1.062418,5735947.531550,620062.124072,-66.734493,30U
0001547131184503327,5,51.761532,-1.260278,66.736433,0.746555,0.593053,1.063594,5735947.529960,620062.118428,-66.736433,30U
0001547131184703375,5,51.761532,-1.260278,66.730921,0.728640,0.580678,1.048374,5735947.528081,620062.133956,-66.730921,30U
0001547131184903039,5,51.761532,-1.260278,66.732921,0.730354,0.582827,1.049565,5735947.526090,620062.127917,-66.732921,30U
0001547131185103086,5,51.761532,-1.260278,66.735139,0.732064,0.584967,1.050756,5735947.524139,620062.121546,-66.735139,30U
0001547131185302899,5,51.761532,-1.260278,66.737486,0.733769,0.587100,1.051945,5735947.522196,620062.114911,-66.737486,30U
0001547131185502946,5,51.761532,-1.260278,66.739992,0.735471,0.589226,1.053132,5735947.520170,620062.108042,-66.739992,30U
0001547131185702994,5,51.761532,-1.260278,66.739022,0.724985,0.579410,1.045732,5735947.527033,620062.121981,-66.739022,30U
0001547131185903042,5,51.761532,-1.260278,66.741633,0.726707,0.581563,1.046927,5735947.524742,620062.114681,-66.741633,30U
0001547131186103089,5,51.761532,-1.260278,66.744269,0.728425,0.583709,1.048120,5735947.522198,620062.107140,-66.744269,30U
0001547131186302813,5,51.761532,-1.260279,66.746931,0.730139,0.585846,1.049312,5735947.519488,620062.099630,-66.746931,30U
0001547131186502860,5,51.761532,-1.260279,66.749698,0.731849,0.587976,1.050503,5735947.516550,620062.091841,-66.749698,30U
0001547131186702908,5,51.761532,-1.260278,66.756578,0.731623,0.585491,1.051009,5735947.512663,620062.108260,-66.756578,30U
0001547131186902955,5,51.761532,-1.260279,66.759717,0.733330,0.587622,1.052198,5735947.509355,620062.100355,-66.759717,30U
0001547131187103003,5,51.761532,-1.260279,66.762958,0.735032,0.589745,1.053385,5735947.505838,620062.092304,-66.762958,30U
0001547131187303051,5,51.761532,-1.260279,66.766239,0.736731,0.591861,1.054571,5735947.502099,620062.084158,-66.766239,30U
0001547131187503098,5,51.761532,-1.260279,66.769592,0.738426,0.593969,1.055756,5735947.498289,620062.075761,-66.769592,30U
0001547131187703146,5,51.761532,-1.260278,66.742526,0.739144,0.592215,1.056634,5735947.536698,620062.142838,-66.742526,30U
0001547131187903194,5,51.761532,-1.260278,66.744626,0.740833,0.594322,1.057816,5735947.533743,620062.136510,-66.744626,30U
0001547131188102850,5,51.761532,-1.260278,66.746641,0.742519,0.596421,1.058997,5735947.530683,620062.130131,-66.746641,30U
0001547131188302897,5,51.761532,-1.260278,66.748724,0.744200,0.598514,1.060177,5735947.527358,620062.123403,-66.748724,30U
0001547131188502945,5,51.761532,-1.260278,66.750934,0.745878,0.600598,1.061355,5735947.523924,620062.116677,-66.750934,30U
0001547131188702992,6,51.761532,-1.260278,66.740540,0.746600,0.598437,1.062044,5735947.548959,620062.166236,-66.740540,30U
0001547131188903040,6,51.761532,-1.260278,66.742172,0.748273,0.600522,1.063220,5735947.546371,620062.160707,-66.742172,30U
0001547131189103088,6,51.761532,-1.260278,66.743866,0.749941,0.602600,1.064395,5735947.543745,620062.154750,-66.743866,30U
0001547131189303135,6,51.761532,-1.260278,66.745638,0.751606,0.604671,1.065569,5735947.541050,620062.148554,-66.745638,30U
0001547131189503183,6,51.761532,-1.260278,66.747528,0.753267,0.606735,1.066741,5735947.538400,620062.142240,-66.747528,30U
0001547131189703230,6,51.761532,-1.260277,66.743013,0.745360,0.597937,1.062026,5735947.559679,620062.176250,-66.743013,30U
0001547131189903278,6,51.761532,-1.260278,66.744449,0.747035,0.600024,1.063202,5735947.557218,620062.171030,-66.744449,30U
0001547131190103326,6,51.761532,-1.260278,66.745949,0.748706,0.602104,1.064377,5735947.554695,620062.165730,-66.745949,30U
0001547131190303373,6,51.761532,-1.260278,66.747689,0.750374,0.604176,1.065551,5735947.551938,620062.160100,-66.747689,30U
0001547131190503421,6,51.761532,-1.260278,66.749148,0.752038,0.606242,1.066723,5735947.548931,620062.154573,-66.749148,30U
0001547131190703468,6,51.761532,-1.260277,66.760716,0.745147,0.598060,1.062312,5735947.543447,620062.184587,-66.760716,30U
0001547131190903516,6,51.761532,-1.260277,66.761902,0.746823,0.600147,1.063488,5735947.540978,620062.179529,-66.761902,30U
0001547131191103564,6,51.761532,-1.260277,66.763065,0.748495,0.602226,1.064663,5735947.538587,620062.174553,-66.763065,30U
0001547131191303611,6,51.761532,-1.260278,66.764297,0.750163,0.604298,1.065837,5735947.536107,620062.169219,-66.764297,30U
0001547131191503659,6,51.761532,-1.260278,66.765601,0.751827,0.606363,1.067009,5735947.533497,620062.163838,-66.765601,30U
0001547131191703707,6,51.761532,-1.260277,66.775622,0.745366,0.598482,1.062586,5735947.537773,620062.179120,-66.775622,30U
0001547131191903754,6,51.761532,-1.260277,66.776669,0.747041,0.600567,1.063762,5735947.535471,620062.174309,-66.776669,30U
0001547131192103802,6,51.761532,-1.260278,66.777661,0.748712,0.602644,1.064936,5735947.533022,620062.169486,-66.777661,30U
0001547131192303849,6,51.761532,-1.260278,66.778807,0.750380,0.604715,1.066109,5735947.530599,620062.164560,-66.778807,30U
0001547131192503897,6,51.761532,-1.260278,66.779900,0.752044,0.606779,1.067281,5735947.527952,620062.159526,-66.779900,30U
0001547131192703832,6,51.761532,-1.260277,66.781109,0.745763,0.599056,1.062724,5735947.546746,620062.178501,-66.781109,30U
0001547131192903879,6,51.761532,-1.260277,66.782133,0.747437,0.601139,1.063899,5735947.544297,620062.173920,-66.782133,30U
0001547131193103739,6,51.761532,-1.260278,66.783207,0.749107,0.603215,1.065074,5735947.541802,620062.169193,-66.783207,30U
0001547131193303786,6,51.761532,-1.260278,66.784256,0.750774,0.605284,1.066247,5735947.539319,620062.164084,-66.784256,30U
0001547131193503834,6,51.761532,-1.260278,66.785296,0.752437,0.607346,1.067418,5735947.536553,620062.158812,-66.785296,30U
0001547131193703881,6,51.761532,-1.260277,66.794610,0.746213,0.599709,1.062676,5735947.541088,620062.179355,-66.794610,30U
0001547131193903572,6,51.761532,-1.260277,66.795370,0.747886,0.601790,1.063852,5735947.538628,620062.174526,-66.795370,30U
0001547131194103619,6,51.761532,-1.260278,66.796240,0.749555,0.603863,1.065026,5735947.536001,620062.169513,-66.796240,30U
0001547131194303667,6,51.761532,-1.260278,66.797238,0.751221,0.605930,1.066199,5735947.533406,620062.164332,-66.797238,30U
0001547131194503714,6,51.761532,-1.260278,66.798302,0.752883,0.607989,1.067371,5735947.530686,620062.158996,-66.798302,30U
0001547131194703762,6,51.761532,-1.260278,66.810439,0.746648,0.600397,1.062432,5735947.535225,620062.170727,-66.810439,30U
0001547131194903809,6,51.761532,-1.260278,66.811513,0.748321,0.602475,1.063608,5735947.532609,620062.166113,-66.811513,30U
0001547131195103374,6,51.761532,-1.260278,66.812579,0.749989,0.604547,1.064782,5735947.529886,620062.161328,-66.812579,30U
0001547131195303421,6,51.761532,-1.260278,66.813549,0.751654,0.606611,1.065956,5735947.526994,620062.156288,-66.813549,30U
0001547131195503469,6,51.761532,-1.260278,66.814702,0.753315,0.608668,1.067128,5735947.524074,620062.151059,-66.814702,30U
0001547131195703516,6,51.761532,-1.260278,66.832077,0.747034,0.601096,1.062002,5735947.518177,620062.165554,-66.832077,30U
0001547131195903451,6,51.761532,-1.260278,66.833145,0.748706,0.603172,1.063178,5735947.515481,620062.160831,-66.833145,30U
0001547131196103498,6,51.761532,-1.260278,66.834268,0.750373,0.605241,1.064353,5735947.512646,620062.155962,-66.834268,30U
0001547131196303333,6,51.761532,-1.260278,66.835518,0.752037,0.607302,1.065527,5735947.509821,620062.151052,-66.835518,30U
0001547131196503380,6,51.761532,-1.260278,66.836669,0.753698,0.609357,1.066700,5735947.506968,620062.146047,-66.836669,30U
0001547131196703351,6,51.761532,-1.260278,66.837903,0.747353,0.601790,1.061413,5735947.503841,620062.140908,-66.837903,30U
0001547131196903394,6,51.761532,-1.260278,66.839345,0.749023,0.603863,1.062590,5735947.500865,620062.135651,-66.839345,30U
0001547131197103441,6,51.761532,-1.260278,66.840726,0.750690,0.605930,1.063766,5735947.497817,620062.130160,-66.840726,30U
0001547131197303488,6,51.761532,-1.260278,66.841994,0.752354,0.607989,1.064940,5735947.494593,620062.124388,-66.841994,30U
0001547131197503536,6,51.761532,-1.260278,66.838491,0.754013,0.610042,1.066113,5735947.499777,620062.130805,-66.838491,30U
0001547131197703427,6,51.761532,-1.260278,66.844371,0.747599,0.602471,1.060700,5735947.502454,620062.147244,-66.844371,30U
0001547131197903410,6,51.761532,-1.260278,66.845810,0.749269,0.604542,1.061878,5735947.499142,620062.141178,-66.845810,30U
0001547131198103359,6,51.761532,-1.260278,66.847340,0.750936,0.606606,1.063054,5735947.495801,620062.134872,-66.847340,30U
0001547131198303248,6,51.761532,-1.260278,66.848998,0.752598,0.608663,1.064229,5735947.492328,620062.128554,-66.848998,30U
0001547131198503295,6,51.761532,-1.260278,66.850601,0.754258,0.610714,1.065403,5735947.488737,620062.121980,-66.850601,30U
0001547131198703179,6,51.761531,-1.260278,66.878835,0.753062,0.609222,1.063936,5735947.480198,620062.133018,-66.878835,30U
0001547131198903226,6,51.761531,-1.260278,66.880109,0.754720,0.611271,1.065111,5735947.477156,620062.127692,-66.880109,30U
0001547131199103234,6,51.761531,-1.260278,66.881606,0.756375,0.613312,1.066283,5735947.474093,620062.122041,-66.881606,30U
0001547131199303240,6,51.761531,-1.260278,66.883223,0.758025,0.615347,1.067455,5735947.470830,620062.116239,-66.883223,30U
0001547131199503287,6,51.761531,-1.260278,66.884948,0.759673,0.617375,1.068626,5735947.467686,620062.110433,-66.884948,30U
0001547131199703334,6,51.761531,-1.260278,66.905311,0.758288,0.616114,1.066958,5735947.465110,620062.126755,-66.905311,30U
0001547131199903242,6,51.761531,-1.260278,66.906711,0.759935,0.618139,1.068129,5735947.462349,620062.121616,-66.906711,30U
0001547131200103205,6,51.761531,-1.260278,66.908059,0.761578,0.620158,1.069298,5735947.459490,620062.116336,-66.908059,30U
0001547131200303252,6,51.761531,-1.260278,66.909452,0.763217,0.622171,1.070467,5735947.456559,620062.110919,-66.909452,30U
0001547131200503299,6,51.761531,-1.260278,66.910945,0.764853,0.624177,1.071634,5735947.453670,620062.105378,-66.910945,30U
0001547131200703347,6,51.761531,-1.260278,66.931371,0.758269,0.616766,1.065675,5735947.446015,620062.115007,-66.931371,30U
0001547131200903394,6,51.761531,-1.260278,66.932738,0.759916,0.618789,1.066847,5735947.443839,620062.110122,-66.932738,30U
0001547131201103441,6,51.761531,-1.260279,66.934210,0.761559,0.620806,1.068018,5735947.441479,620062.104991,-66.934210,30U
0001547131201303161,6,51.761531,-1.260279,66.935839,0.763199,0.622816,1.069188,5735947.439196,620062.099641,-66.935839,30U
0001547131201503208,6,51.761531,-1.260279,66.937490,0.764835,0.624820,1.070356,5735947.436945,620062.094088,-66.937490,30U
0001547131201703255,6,51.761531,-1.260279,66.950939,0.758279,0.617410,1.064634,5735947.438024,620062.104516,-66.950939,30U
0001547131201903303,6,51.761531,-1.260279,66.952156,0.759926,0.619431,1.065807,5735947.436139,620062.099585,-66.952156,30U
0001547131202103350,6,51.761531,-1.260279,66.953396,0.761569,0.621445,1.066979,5735947.434348,620062.094569,-66.953396,30U
0001547131202303397,6,51.761531,-1.260279,66.954598,0.763209,0.623454,1.068150,5735947.432540,620062.089462,-66.954598,30U
0001547131202503445,6,51.761531,-1.260279,66.955852,0.764845,0.625455,1.069320,5735947.430843,620062.084082,-66.955852,30U
0001547131202703340,6,51.761531,-1.260279,66.966421,0.758314,0.618046,1.063783,5735947.431466,620062.094319,-66.966421,30U
0001547131202903387,6,51.761531,-1.260279,66.967344,0.759960,0.620066,1.064958,5735947.430076,620062.089461,-66.967344,30U
0001547131203103323,6,51.761531,-1.260279,66.968156,0.761604,0.622078,1.066131,5735947.428849,620062.084601,-66.968156,30U
0001547131203303328,6,51.761531,-1.260279,66.968933,0.763243,0.624084,1.067303,5735947.427607,620062.079409,-66.968933,30U
0001547131203503375,6,51.761531,-1.260279,66.969639,0.764879,0.626084,1.068473,5735947.426413,620062.074209,-66.969639,30U
0001547131203703422,6,51.761531,-1.260279,66.977786,0.758371,0.618677,1.063091,5735947.424169,620062.085961,-66.977786,30U
0001547131203903242,6,51.761531,-1.260279,66.978040,0.760017,0.620694,1.064266,5735947.423181,620062.081327,-66.978040,30U
0001547131204103289,6,51.761531,-1.260279,66.978302,0.761660,0.622705,1.065440,5735947.422133,620062.076400,-66.978302,30U
0001547131204303336,6,51.761531,-1.260279,66.978633,0.763300,0.624709,1.066612,5735947.421030,620062.071423,-66.978633,30U
0001547131204503383,6,51.761531,-1.260279,66.979017,0.764935,0.626707,1.067784,5735947.419913,620062.066275,-66.979017,30U
0001547131204703431,6,51.761531,-1.260279,66.985729,0.758451,0.619303,1.062535,5735947.420049,620062.069845,-66.985729,30U
0001547131204903478,6,51.761531,-1.260279,66.985749,0.760097,0.621319,1.063710,5735947.419052,620062.065697,-66.985749,30U
0001547131205103110,6,51.761531,-1.260279,66.985711,0.761740,0.623327,1.064885,5735947.417965,620062.061406,-66.985711,30U
0001547131205303157,6,51.761531,-1.260279,66.985651,0.763379,0.625329,1.066058,5735947.416849,620062.056842,-66.985651,30U
0001547131205503204,6,51.761531,-1.260279,66.985700,0.765015,0.627325,1.067230,5735947.415743,620062.052167,-66.985700,30U
0001547131205703251,6,51.761531,-1.260279,66.987984,0.758555,0.619927,1.062099,5735947.420076,620062.068179,-66.987984,30U
0001547131205903298,6,51.761531,-1.260279,66.988084,0.760201,0.621940,1.063275,5735947.418849,620062.064095,-66.988084,30U
0001547131206103346,6,51.761531,-1.260279,66.988253,0.761844,0.623946,1.064450,5735947.417624,620062.060035,-66.988253,30U
